county_code,new_timeperiod,lending_club_available,bankruptcy_per_capita,log_bankruptcy,population_estimation,employed_individuals,monthly_earnings,labor_force,medianhouseholdincome,prosper_available,relative_time_m8andbeyond,relative_time_m7,relative_time_m6,relative_time_m5,relative_time_m4,relative_time_m3,relative_time_m2,relative_time_m1,relative_time_0,relative_time_p1,relative_time_p2,relative_time_p3,relative_time_p4,relative_time_p5,relative_time_p6,relative_time_p7,relative_time_p8andbeyond,cem_strata,cem_weights,nonbusiness_bankruptcy_percapita,business_bankruptcy_percapita,lc_available_internet_score,internet_access_score
16017,10,0,1.7352201,4.2766662,40.917,11.169,2.6600001,19.493999,40.118999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.6374612,2.7247956,0,2
16017,11,0,1.2708654,3.9702919,40.917,11.466,2.701,19.493999,40.118999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.2464257,.68119889,0,2
16017,12,0,1.0753477,3.8066626,40.917,11.102,2.8959999,19.493999,40.118999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.0264682,1.3623978,0,2
16017,13,0,1.2737606,3.9702919,40.824001,11.086,2.4630001,19.037001,41.255001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.2002743,2.0993702,0,1
16017,14,0,1.4697237,4.1108737,40.824001,10.653,2.7980001,19.037001,41.255001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.3962375,2.0993702,0,1
16017,15,0,1.3717421,4.0430512,40.824001,11.095,2.882,19.037001,41.255001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.3717421,0,0,1
16017,16,0,.97981578,3.713572,40.824001,10.787,2.819,19.037001,41.255001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.95532042,.69979006,0,1
16017,17,0,.76660568,3.4657359,40.438,10.99,2.6389999,18.607,39.720001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.71714723,1.4174345,0,3
16017,18,0,1.0880854,3.8066626,40.438,10.759,2.756,18.607,39.720001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.0633563,.70871723,0,3
16017,19,0,.8655225,3.583519,40.438,11.275,2.76,18.607,39.720001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.84079331,.70871723,0,3
16017,20,0,.9397102,3.6635616,40.438,11.07,2.973,18.607,39.720001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.89025176,1.4174345,0,3
16017,21,0,1.2538414,3.9512436,40.674999,10.937,2.6700001,18.308001,41.797001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,1.2046711,1.4306152,0,1
16017,22,0,.90964967,3.6375861,40.674999,10.719,2.8269999,18.308001,41.797001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.86047941,1.4306152,0,1
16017,23,0,.71296865,3.4011974,40.674999,11.127,2.8670001,18.308001,41.797001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.71296865,0,0,1
16017,24,0,.66379839,3.3322046,40.674999,10.975,2.9319999,18.308001,41.797001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.66379839,0,0,1
16017,25,0,.52969927,3.1354942,41.533001,11.114,2.6889999,18.264999,45.193001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.52969927,0,0,2
16017,26,0,1.0112441,3.7612002,41.533001,10.662,2.9130001,18.264999,45.193001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.81862617,5.6497173,0,2
16017,27,0,.91493511,3.6635616,41.533001,11.172,2.7950001,18.264999,45.193001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.89085788,.70621467,0,2
16017,28,0,.8427034,3.583519,41.533001,11.056,3.1289999,18.264999,45.193001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,.59354836,.81862617,.70621467,0,2
16019,1,0,.57428414,4.0604429,99.253998,39.202999,2.6619999,50.146,52.254002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1.1870967,.56420898,.30084234,0,3
16019,2,0,.79593772,4.3820267,99.253998,42.588001,2.9349999,50.146,52.254002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1.1870967,.79593772,0,0,3
16019,3,0,1.0780421,4.6821313,99.253998,42.083,2.973,50.146,52.254002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1.1870967,1.0780421,0,0,3
16019,4,0,1.1384932,4.7361984,99.253998,42.462002,3.1229999,50.146,52.254002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1.1870967,1.128418,.30084234,0,3
16019,5,0,1.2336054,4.8362818,101.329,42.429001,2.9230001,50.058998,49.445999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1.1870967,1.2138677,.61652279,0,3
